state,year,fatalities,fatalities_under21,fatalities_over21,fatalities_age_unknown,motorcycles,fatality_rate_per_10k_reg,population,fatality_rate_per_100k_pop,treated,repeal_year,event_time,post,exemption_age,reg_data_quality_flag
Georgia,1996,47,6,41,0,72538,6.4793625410129865,7332225,0.6410059702204992,0,,,0,,ok
Georgia,1997,56,5,51,0,74643,7.502377985879453,7486094,0.7480536578888803,0,,,0,,ok
Georgia,1998,66,4,62,0,85262,7.740845863338885,7636522,0.864267791017953,0,,,0,,ok
Georgia,1999,59,9,50,0,85957,6.863897064811475,7788240,0.7575524123550378,0,,,0,,ok
Georgia,2000,61,5,56,0,86988,7.012461488941003,8227303,0.741433735939955,0,,,0,,ok
Georgia,2001,95,11,84,0,90830,10.459099416492348,8377038,1.1340523941756024,0,,,0,,ok
Georgia,2002,85,2,83,0,107886,7.878686761952431,8508256,0.9990296483791743,0,,,0,,ok
Georgia,2003,103,9,94,0,117502,8.765808241561846,8622793,1.1945085542468663,0,,,0,,ok
Georgia,2004,111,9,102,0,128236,8.655915655510153,8769252,1.2657864091486937,0,,,0,,ok
Georgia,2005,144,9,135,0,140771,10.229379630747811,8925922,1.613278717873627,0,,,0,,ok
Georgia,2006,154,13,141,0,141000,10.921985815602838,9155813,1.681991539145677,0,,,0,,ok
Georgia,2007,163,11,152,0,171116,9.525701863063652,9349988,1.7433177454345394,0,,,0,,ok
Georgia,2008,178,14,164,0,186719,9.533041629400328,9504843,1.8727295127336665,0,,,0,,ok
Georgia,2009,140,4,136,0,195776,7.151029748283753,9620846,1.4551734847434414,0,,,0,,ok
Georgia,2010,128,9,119,0,195521,6.546611361439436,9712209,1.3179288048681819,0,,,0,,ok
Georgia,2011,150,6,144,0,199620,7.514277126540427,9803630,1.5300455035532756,0,,,0,,ok
Georgia,2012,134,4,130,0,201207,6.659808058367751,9903580,1.3530460702089548,0,,,0,,ok
Georgia,2013,116,7,109,0,200133,5.796145563200471,9975592,1.1628382556143033,0,,,0,,ok
Georgia,2014,137,5,132,0,199575,6.864587247901792,10071204,1.3603140200516244,0,,,0,,ok
Georgia,2015,152,4,148,0,200410,7.584451873658999,10183353,1.4926321418888258,0,,,0,,ok
Georgia,2016,172,14,158,0,202391,8.498401608767187,10308442,1.6685353615997451,0,,,0,,ok
Georgia,2017,139,11,128,0,203922,6.816331734682869,10417031,1.334353329657942,0,,,0,,ok
Georgia,2018,154,11,143,0,203968,7.550203953561343,10519389,1.4639633537651284,0,,,0,,ok
Georgia,2019,170,9,161,0,203984,8.333986979370932,10628020,1.599545352756205,0,,,0,,ok
Georgia,2020,192,10,182,0,207657,9.246016267209871,10732888,1.7888940982147583,0,,,0,,ok
Georgia,2021,196,15,181,0,213700,9.171736078614881,10792060,1.8161500214046253,0,,,0,,ok
Georgia,2022,221,17,203,1,217819,10.146038683494094,10931805,2.0216240593387824,0,,,0,,ok
Hawaii,1995,21,2,19,0,12901,16.277807921866522,1180490,1.7789223119213209,0,,,0,,ok
Hawaii,1996,20,2,18,0,24797,8.065491793362101,1184434,1.6885702369232898,0,,,0,,ok
Hawaii,1997,14,0,14,0,21226,6.595684537830962,1189322,1.1771412619963308,0,,,0,,ok
Hawaii,1998,21,2,19,0,20155,10.41925080625155,1190472,1.764006209301857,0,,,0,,ok
Hawaii,1999,17,0,17,0,19024,8.936080740117745,1185497,1.433997724161259,0,,,0,,ok
Hawaii,2000,18,0,18,0,19772,9.10378312765527,1213519,1.483289507622048,0,,,0,,ok
Hawaii,2001,18,2,16,0,21436,8.397089009143496,1225948,1.4682515082205772,0,,,0,,ok
Hawaii,2002,24,2,22,0,20275,11.837237977805179,1239613,1.9360881178238694,0,,,0,,ok
Hawaii,2003,19,0,19,0,22061,8.612483568287928,1251154,1.5185980302984285,0,,,0,,ok
Hawaii,2004,21,2,19,0,22778,9.21942224953903,1273569,1.6489094819361967,0,,,0,,ok
Hawaii,2005,30,5,25,0,24317,12.3370481556113,1292729,2.3206720047279825,0,,,0,,ok
Hawaii,2006,27,2,25,0,30873,8.745505781751044,1309731,2.06149201629953,0,,,0,,ok
Hawaii,2007,29,3,26,0,29646,9.782095392295757,1315675,2.2041917646835274,0,,,0,,ok
Hawaii,2008,25,3,22,0,50679,4.933009727895183,1332213,1.8765767936508653,0,,,0,,ok
Hawaii,2009,35,4,31,0,49173,7.1177272080206615,1346717,2.5989127634090905,0,,,0,,ok
Hawaii,2010,26,1,25,0,54213,4.795897662922178,1364004,1.906152767880446,0,,,0,,ok
Hawaii,2011,32,2,30,0,30498,10.492491310905633,1379562,2.319576793214078,0,,,0,,ok
Hawaii,2012,40,0,40,0,35527,11.259042418442311,1395199,2.866974531948489,0,,,0,,ok
Hawaii,2013,29,2,27,0,40564,7.14919633172271,1408822,2.0584573494735317,0,,,0,,ok
Hawaii,2014,25,3,22,0,42821,5.838256930010976,1415335,1.7663662666435862,0,,,0,,ok
Hawaii,2015,26,1,25,0,33804,7.691397467755295,1422999,1.8271270745798134,0,,,0,,ok
Hawaii,2016,24,2,22,0,31146,7.705644384511655,1428885,1.6796313209250568,0,,,0,,ok
Hawaii,2017,25,1,24,0,35576,7.027209354621093,1425763,1.7534471016571478,0,,,0,,ok
Hawaii,2018,34,2,32,0,30998,10.96844957739209,1423102,2.3891470885431967,0,,,0,,ok
Hawaii,2019,20,0,20,0,39855,5.018190942165349,1415615,1.4128135121484302,0,,,0,,ok
Hawaii,2020,18,0,18,0,36980,4.86749594375338,1451252,1.2403083682227483,0,,,0,,ok
Hawaii,2021,33,2,31,0,25802,12.789706224323696,1447029,2.2805348061441753,0,,,0,,ok
Hawaii,2022,33,2,31,0,25630,12.875536480686694,1440359,2.2910954838342388,0,,,0,,ok
Idaho,1995,18,7,11,0,33362,5.395359990408249,1165000,1.5450643776824033,0,,,0,,ok
Idaho,1996,12,2,10,0,33910,3.5387791212031847,1187706,1.0103510464710963,0,,,0,,ok
Idaho,1997,18,2,16,0,34935,5.1524259338772005,1210638,1.4868193464933366,0,,,0,,ok
Idaho,1998,6,0,6,0,34398,1.744287458573173,1230923,0.4874391005773716,0,,,0,,ok
Idaho,1999,13,5,8,0,40635,3.199212501538083,1251700,1.0385875209714788,0,,,0,,ok
Idaho,2000,18,3,15,0,42001,4.285612247327444,1299430,1.3852227515141253,0,,,0,,ok
Idaho,2001,19,2,17,0,39132,4.855361341101911,1319962,1.4394353776851152,0,,,0,,ok
Idaho,2002,12,1,11,0,42558,2.8196813760045116,1340372,0.8952738493492851,0,,,0,,ok
Idaho,2003,19,3,16,0,43804,4.337503424344809,1363380,1.3935953292552332,0,,,0,,ok
Idaho,2004,24,4,20,0,49397,4.858594651497055,1391802,1.7243832096806873,0,,,0,,ok
Idaho,2005,25,0,25,0,56402,4.432466933796674,1428241,1.7504048686461178,0,,,0,,ok
Idaho,2006,38,2,36,0,50331,7.550018875047187,1468669,2.5873767336275226,0,,,0,,ok
Idaho,2007,29,1,28,0,43947,6.598857714974856,1505105,1.92677587277964,0,,,0,,ok
Idaho,2008,29,3,26,0,64163,4.519738790268535,1534320,1.8900881172115336,0,,,0,,ok
Idaho,2009,34,0,34,0,56161,6.0540232545716774,1554439,2.1872842871286684,0,,,0,,ok
Idaho,2010,28,3,25,0,52967,5.286310344176562,1570819,1.7825096335096533,0,,,0,,ok
Idaho,2011,17,1,16,0,62623,2.714657553933858,1584272,1.073048062453922,0,,,0,,ok
Idaho,2012,22,0,22,0,63964,3.43943468200863,1595910,1.3785238515956415,0,,,0,,ok
Idaho,2013,25,1,24,0,64944,3.849470312884947,1612053,1.550817497935862,0,,,0,,ok
Idaho,2014,25,3,22,0,66191,3.7769485277454637,1632248,1.5316299974023557,0,,,0,,ok
Idaho,2015,28,2,26,0,65635,4.26601660699322,1652495,1.6944075473753324,0,,,0,,ok
Idaho,2016,22,1,21,0,65939,3.336416991461806,1684036,1.3063853741843998,0,,,0,,ok
Idaho,2017,27,0,27,0,63297,4.265605004976539,1719745,1.570000203518545,0,,,0,,ok
Idaho,2018,38,2,36,0,66533,5.711451460177656,1752074,2.168858164666561,0,,,0,,ok
Idaho,2019,25,0,25,0,66858,3.73926829997906,1789060,1.3973818653371044,0,,,0,,ok
Idaho,2020,27,0,27,0,59225,4.5588856057408185,1849415,1.4599211101888976,0,,,0,,ok
Idaho,2021,32,2,30,0,48584,6.586530545035403,1904848,1.6799240674321518,0,,,0,,ok
Idaho,2022,27,1,26,0,63311,4.2646617491431185,1944299,1.3886753014839794,0,,,0,,ok
Illinois,1995,101,14,87,0,184101,5.486119032487602,11884935,0.8498153334452397,0,,,0,,ok
Illinois,1996,109,12,97,0,170988,6.374716354364049,11953003,0.9119047322250317,0,,,0,,ok
Illinois,1997,83,6,77,0,181696,4.568069742867207,12011509,0.6910039363080859,0,,,0,,ok
Illinois,1998,99,15,84,0,204141,4.84958925448587,12069774,0.820230768198311,0,,,0,,ok
Illinois,1999,103,13,90,0,216565,4.756077851915129,12128370,0.8492484975309955,0,,,0,,ok
Illinois,2000,126,10,116,0,195443,6.446892444344387,12434161,1.0133373695257766,0,,,0,,ok
Illinois,2001,140,9,131,0,256773,5.452286650076138,12488445,1.1210362859427254,0,,,0,,ok
Illinois,2002,100,8,92,0,232132,4.307893784570847,12525556,0.7983677530961499,0,,,0,,ok
Illinois,2003,143,6,137,0,260988,5.479179119346483,12556006,1.138897193900672,0,,,0,,ok
Illinois,2004,157,13,144,0,276077,5.686819256946431,12589773,1.2470439300216136,0,,,0,,ok
Illinois,2005,158,8,150,0,291048,5.428657815892911,12609903,1.252983468627792,0,,,0,,ok
Illinois,2006,132,7,125,0,293011,4.5049503260969725,12643955,1.0439771416459487,0,,,0,,ok
Illinois,2007,157,11,146,0,307971,5.0978825928415334,12695866,1.236623007835779,0,,,0,,ok
Illinois,2008,135,5,130,0,332031,4.0658854143137235,12747038,1.0590695658081508,0,,,0,,ok
Illinois,2009,130,4,126,0,348793,3.727139019418394,12796778,1.015880716224037,0,,,0,,ok
Illinois,2010,131,3,128,0,350193,3.7407943619661155,12840545,1.0202059180509861,0,,,0,,ok
Illinois,2011,145,5,140,0,350292,4.139403697486668,12867783,1.1268452382201348,0,,,0,,ok
Illinois,2012,148,8,140,0,364655,4.05863076058192,12883029,1.1487981591906686,0,,,0,,ok
Illinois,2013,152,9,143,0,352318,4.314284254565478,12895778,1.1786803401857568,0,,,0,,ok
Illinois,2014,118,4,114,0,351298,3.3589715853776565,12885092,0.9157870196037405,0,,,0,,ok
Illinois,2015,147,10,137,0,346210,4.245977874700326,12859585,1.1431162047608845,0,,,0,,ok
Illinois,2016,154,6,148,0,314807,4.891886139761822,12821709,1.2010879360933866,0,,,0,,ok
Illinois,2017,160,5,155,0,333943,4.791236827841877,12779893,1.2519666635706574,0,,,0,,ok
Illinois,2018,119,5,114,0,319764,3.7214946022691735,12724685,0.9351901441961039,0,,,0,,ok
Illinois,2019,138,1,137,0,314802,4.3837078544609,12667017,1.0894435524954296,0,,,0,,ok
Illinois,2020,153,12,141,0,280322,5.458009003931194,12799088,1.195397672084136,0,,,0,,ok
Illinois,2021,176,13,163,0,312956,5.623793760145196,12700641,1.3857568291238214,0,,,0,,ok
Illinois,2022,151,7,144,0,291539,5.179409958873427,12621821,1.1963408449541473,0,,,0,,ok
Indiana,1995,65,15,50,0,95936,6.775350233488992,5791819,1.1222726400807759,0,,,0,,ok
Indiana,1996,62,13,49,0,96052,6.454836963311539,5834908,1.0625703095918564,0,,,0,,ok
Indiana,1997,48,10,38,0,98001,4.897909205008112,5872370,0.8173871877964093,0,,,0,,ok
Indiana,1998,69,11,58,0,102363,6.740716860584391,5907617,1.16798363874977,0,,,0,,ok
Indiana,1999,67,3,64,0,108975,6.148199128240422,5942901,1.1273955261916697,0,,,0,,ok
Indiana,2000,73,11,62,0,117331,6.221714636370609,6091866,1.1983192013744228,0,,,0,,ok
Indiana,2001,75,12,63,0,126858,5.912122215390436,6127760,1.2239382743449483,0,,,0,,ok
Indiana,2002,88,11,77,0,135027,6.517215075503417,6155967,1.4295073381647434,0,,,0,,ok
Indiana,2003,81,11,70,0,143774,5.633842002030965,6196638,1.3071604311886542,0,,,0,,ok
Indiana,2004,108,14,94,0,153019,7.057947052326836,6233007,1.7327110333744211,0,,,0,,ok
Indiana,2005,110,8,102,0,146986,7.483705931177118,6278616,1.7519784614953358,0,,,0,,ok
Indiana,2006,110,8,102,0,146986,7.483705931177118,6332669,1.7370243099710407,0,,,0,,ok
Indiana,2007,122,8,114,0,146986,8.30011021457826,6379599,1.9123459013646469,0,,,0,,ok
Indiana,2008,131,19,112,0,204402,6.408939247169792,6424806,2.0389720716859,0,,,0,,ok
Indiana,2009,111,6,105,0,204402,5.430475239968297,6459325,1.7184458128364806,0,,,0,,ok
Indiana,2010,111,7,104,0,204402,5.430475239968297,6490555,1.710177326900396,0,,,0,,ok
Indiana,2011,118,5,113,0,204407,5.772796430650613,6517250,1.810579615635429,0,,,0,,ok
Indiana,2012,152,5,147,0,223103,6.8129966876285835,6538989,2.3245183620893077,0,,,0,,ok
Indiana,2013,115,8,107,0,218630,5.260028358413758,6570575,1.7502273393120087,0,,,0,,ok
Indiana,2014,124,5,119,0,222655,5.569154072443916,6596019,1.8799218134453526,0,,,0,,ok
Indiana,2015,108,8,100,0,223370,4.8350270851054304,6611442,1.6335316864308878,0,,,0,,ok
Indiana,2016,101,4,97,0,223603,4.516934030402097,6637898,1.5215660138194351,0,,,0,,ok
Indiana,2017,149,8,141,0,250579,5.946228534713604,6662068,2.2365427672008154,0,,,0,,ok
Indiana,2018,117,4,113,0,250904,4.663138092656952,6698481,1.746664654270125,0,,,0,,ok
Indiana,2019,127,6,121,0,252280,5.03408910734105,6731010,1.8867896496959593,0,,,0,,ok
Indiana,2020,151,5,143,3,209824,7.196507549184078,6790497,2.2236958502448347,0,,,0,,ok
Indiana,2021,137,9,125,3,195444,7.0096805222979475,6815907,2.010003951051562,0,,,0,,ok
Indiana,2022,134,5,129,0,187996,7.12781123002617,6844545,1.957763445196138,0,,,0,,ok
Iowa,1995,43,6,37,0,111342,3.8619748163316627,2840860,1.5136261554599664,0,,,0,,ok
Iowa,1996,17,6,11,0,131671,1.2910967487145992,2848473,0.5968109931180672,0,,,0,,ok
Iowa,1997,28,3,25,0,131800,2.12443095599393,2854396,0.980943078675839,0,,,0,,ok
Iowa,1998,26,7,19,0,128350,2.0257109466303076,2861025,0.9087652152637603,0,,,0,,ok
Iowa,1999,30,4,26,0,124978,2.4004224743554867,2869413,1.0455100050079928,0,,,0,,ok
Iowa,2000,32,6,26,0,126421,2.5312250338155846,2929067,1.0924980548413539,0,,,0,,ok
Iowa,2001,39,2,37,0,137701,2.8322234406431326,2931997,1.330151429213604,0,,,0,,ok
Iowa,2002,41,0,41,0,140252,2.9233094715226877,2934234,1.3972982386544495,0,,,0,,ok
Iowa,2003,51,4,47,0,139705,3.65054937189077,2941999,1.7335152051377312,0,,,0,,ok
Iowa,2004,36,5,31,0,139705,2.5768583801581904,2953635,1.2188371278103083,0,,,0,,ok
Iowa,2005,45,4,41,0,146042,3.081305377904986,2964454,1.5179861114390711,0,,,0,,ok
Iowa,2006,57,4,53,0,160786,3.545084771062157,2982644,1.9110560965371663,0,,,0,,ok
Iowa,2007,62,4,58,0,160912,3.853037685194392,2999212,2.0672096537357145,0,,,0,,ok
Iowa,2008,55,3,52,0,181735,3.0263845709412056,3016734,1.8231637260693188,0,,,0,,ok
Iowa,2009,49,3,46,0,184450,2.6565464895635675,3032870,1.6156313986422102,0,,,0,,ok
Iowa,2010,60,4,56,0,186904,3.2102041689851473,3050819,1.9666850114674126,0,,,0,,ok
Iowa,2011,36,4,32,0,174263,2.0658430074083425,3066772,1.1738727235021058,0,,,0,,ok
Iowa,2012,59,3,56,0,180063,3.276630956942848,3076844,1.9175492810165222,0,,,0,,ok
Iowa,2013,41,2,39,0,183294,2.2368435409778824,3093935,1.3251732825673455,0,,,0,,ok
Iowa,2014,52,4,48,0,187251,2.7770212175101867,3110643,1.6716800995806977,0,,,0,,ok
Iowa,2015,41,3,38,0,189849,2.1596110593155613,3122541,1.313033199564073,0,,,0,,ok
Iowa,2016,60,3,57,0,192434,3.117952129041645,3133210,1.9149689934603809,0,,,0,,ok
Iowa,2017,49,3,46,0,194603,2.5179467942426377,3143734,1.558656044054618,0,,,0,,ok
Iowa,2018,43,3,40,0,194605,2.2096040697823796,3149900,1.36512270230801,0,,,0,,ok
Iowa,2019,44,2,42,0,192616,2.2843377497196493,3159596,1.3925831023966355,0,,,0,,ok
Iowa,2020,66,4,62,0,191804,3.441012700465058,3191141,2.068225753735106,0,,,0,,ok
Iowa,2021,68,1,67,0,193950,3.506058262438773,3198613,2.125921454080253,0,,,0,,ok
Iowa,2022,48,3,45,0,195119,2.4600372080627717,3202820,1.4986792888766776,0,,,0,,ok
Kansas,1995,14,3,11,0,42825,3.2691185055458263,2586942,0.5411795084698459,0,,,0,,ok
Kansas,1996,19,3,16,0,48535,3.914700731430926,2598266,0.7312569228862634,0,,,0,,ok
Kansas,1997,17,2,15,0,47750,3.5602094240837694,2616339,0.6497628938757554,0,,,0,,ok
Kansas,1998,19,6,13,0,47333,4.014112775442081,2638667,0.7200605457225182,0,,,0,,ok
Kansas,1999,15,0,15,0,49367,3.038466992120242,2654052,0.5651735534948071,0,,,0,,ok
Kansas,2000,21,5,16,0,49548,4.238314361830952,2693681,0.7796023359855899,0,,,0,,ok
Kansas,2001,25,4,21,0,51487,4.85559461611669,2702162,0.9251850925296116,0,,,0,,ok
Kansas,2002,33,3,30,0,53361,6.184291898577613,2713535,1.2161258284857206,0,,,0,,ok
Kansas,2003,31,3,28,0,56034,5.532355355676911,2723004,1.1384485663627377,0,,,0,,ok
Kansas,2004,30,4,26,0,61352,4.889816142913026,2734373,1.0971436596250768,0,,,0,,ok
Kansas,2005,35,4,31,0,66481,5.264662083903671,2745299,1.2749066677254464,0,,,0,,ok
Kansas,2006,64,5,59,0,71743,8.920730942391593,2762931,2.3163806841357966,0,,,0,,ok
Kansas,2007,48,7,41,0,77192,6.218260959684941,2783785,1.7242710913378727,0,,,0,,ok
Kansas,2008,46,4,42,0,84259,5.459357457363605,2808076,1.6381323012625013,0,,,0,,ok
Kansas,2009,47,6,41,0,85214,5.515525617856221,2832704,1.6591920652493166,0,,,0,,ok
Kansas,2010,40,0,40,0,87079,4.593530012976722,2858266,1.3994498762536447,0,,,0,,ok
Kansas,2011,45,6,39,0,81361,5.530905470680055,2869677,1.568120732751456,0,,,0,,ok
Kansas,2012,48,0,48,0,81578,5.883939297359582,2886024,1.6631878321178202,0,,,0,,ok
Kansas,2013,35,1,34,0,99169,3.529328721677137,2894306,1.209270892573211,0,,,0,,ok
Kansas,2014,48,3,45,0,96817,4.957806996705124,2901861,1.654110930881941,0,,,0,,ok
Kansas,2015,44,2,42,0,96325,4.56786919283675,2910717,1.5116550320762892,0,,,0,,ok
Kansas,2016,52,4,48,0,96247,5.402765800492483,2912977,1.7851153647969071,0,,,0,,ok
Kansas,2017,56,7,49,0,95892,5.839903224460852,2910892,1.9238089218012897,0,,,0,,ok
Kansas,2018,65,4,61,0,94850,6.852925672113864,2912748,2.2315696380188057,0,,,0,,ok
Kansas,2019,41,3,38,0,92327,4.440737812340919,2912635,1.4076600741253196,0,,,0,,ok
Kansas,2020,65,1,64,0,90643,7.170989486226184,2938172,2.2122598677000527,0,,,0,,ok
Kansas,2021,47,2,45,0,90671,5.183575784980865,2938338,1.5995436876220503,0,,,0,,ok
Kansas,2022,53,7,46,0,89488,5.922581798676918,2937324,1.8043634273917348,0,,,0,,ok
Kentucky,1995,23,4,19,0,32992,6.971387002909797,3855248,0.5965893763514046,1,1998,-3,0,21,ok
Kentucky,1996,28,3,25,0,36599,7.650482253613487,3881051,0.7214540597379421,1,1998,-2,0,21,ok
Kentucky,1997,26,4,22,0,38656,6.7259933774834435,3907816,0.6653332705531684,1,1998,-1,0,21,ok
Kentucky,1998,32,3,29,0,39900,8.020050125313283,3934310,0.8133573612653807,1,1998,0,1,21,ok
Kentucky,1999,42,4,38,0,41895,10.025062656641605,3960825,1.060385147033762,1,1998,1,1,21,ok
Kentucky,2000,38,2,36,0,43990,8.638326892475563,4049021,0.9384984666663868,1,1998,2,1,21,ok
Kentucky,2001,59,4,55,0,46190,12.77332756007794,4068132,1.4502970896716232,1,1998,3,1,21,ok
Kentucky,2002,45,7,38,0,48500,9.278350515463918,4089875,1.1002781258595924,1,1998,4,1,21,ok
Kentucky,2003,58,7,51,0,50925,11.38929798723613,4117170,1.4087346405419257,1,1998,5,1,21,ok
Kentucky,2004,68,5,63,0,53471,12.71717379514129,4146101,1.640095115869102,1,1998,6,1,21,ok
Kentucky,2005,89,12,77,0,56145,15.851812271796243,4182742,2.127790812820872,1,1998,7,1,21,ok
Kentucky,2006,98,11,87,0,58952,16.623693852625866,4219239,2.322693736951142,1,1998,8,1,21,ok
Kentucky,2007,112,11,101,0,61899,18.09399182539298,4256672,2.6311635004999214,1,1998,9,1,21,ok
Kentucky,2008,101,7,94,0,64994,15.539895990399115,4289878,2.354379308688965,1,1998,10,1,21,ok
Kentucky,2009,86,5,81,0,68244,12.601840454838522,4317074,1.9920900128188674,1,1998,11,1,21,ok
Kentucky,2010,96,6,90,0,71657,13.397155895446362,4348464,2.2076760897641097,1,1998,12,1,21,ok
Kentucky,2011,71,5,66,0,98495,7.208487740494441,4370817,1.6244102647170997,1,1998,13,1,21,ok
Kentucky,2012,106,8,98,0,100506,10.546634031799098,4387865,2.4157534472915643,1,1998,14,1,21,ok
Kentucky,2013,87,6,81,0,109821,7.921982134564427,4406906,1.9741741711758771,1,1998,15,1,21,ok
Kentucky,2014,86,5,81,0,111096,7.741052783178512,4416992,1.9470263926219473,1,1998,16,1,21,ok
Kentucky,2015,91,5,86,0,111018,8.196868976202056,4429126,2.054581423061796,1,1998,17,1,21,ok
Kentucky,2016,111,5,106,0,106648,10.408071412497188,4440306,2.4998277145764276,1,1998,18,1,21,ok
Kentucky,2017,90,8,82,0,101163,8.896533317517273,4455590,2.019934509234467,1,1998,19,1,21,ok
Kentucky,2018,95,4,91,0,101164,9.390692341149025,4464273,2.1280060605612605,1,1998,20,1,21,ok
Kentucky,2019,92,1,91,0,112177,8.20132469222746,4472345,2.0570863830943273,1,1998,21,1,21,ok
Kentucky,2020,92,5,87,0,97156,9.46930709374614,4508318,2.040672374930074,1,1998,22,1,21,ok
Kentucky,2021,108,7,101,0,99729,10.829347531811209,4507583,2.3959625369072515,1,1998,23,1,21,ok
Kentucky,2022,105,10,95,0,107212,9.793679811961347,4519233,2.3234031084478275,1,1998,24,1,21,ok
Louisiana,1995,28,3,25,0,36318,7.709675642931879,4327978,0.6469533810014746,0,,,0,,ok
Louisiana,1996,29,7,22,0,36605,7.922414970632428,4338763,0.6683932724603764,0,,,0,,ok
Louisiana,1997,20,3,17,0,37574,5.322829616223984,4351390,0.4596232468245779,0,,,0,,ok
Louisiana,1998,35,5,30,0,39152,8.939517776869636,4362758,0.8022448185299299,0,,,0,,ok
Louisiana,1999,40,4,36,0,42411,9.431515408738298,4372035,0.9149057589886631,0,,,0,,ok
Louisiana,2000,57,7,50,0,47736,11.940673705379588,4471885,1.2746302733634696,0,,,0,,ok
Louisiana,2001,65,7,58,0,49989,13.002860629338455,4477875,1.4515813862602238,0,,,0,,ok
Louisiana,2002,68,6,62,0,53408,12.732174955062913,4497267,1.5120294169770219,0,,,0,,ok
Louisiana,2003,83,8,75,0,56738,14.628643942331419,4521042,1.8358599632562582,0,,,0,,ok
Louisiana,2004,73,6,67,0,55299,13.20096204271325,4552238,1.603606841294326,0,,,0,,ok
Louisiana,2005,75,4,71,0,54513,13.758186120741842,4576628,1.6387611140778755,0,,,0,,ok
Louisiana,2006,95,7,88,0,60559,15.687181096121137,4302665,2.207933920023985,0,,,0,,ok
Louisiana,2007,89,8,81,0,64023,13.901254236758664,4375581,2.034015597014431,0,,,0,,ok
Louisiana,2008,81,6,75,0,68496,11.825508058864752,4435586,1.8261397704835394,0,,,0,,ok
Louisiana,2009,103,8,95,0,70490,14.61200170236913,4491648,2.293144965945684,0,,,0,,ok
Louisiana,2010,74,5,69,0,68306,10.833601733376279,4544635,1.6282935813327142,0,,,0,,ok
Louisiana,2011,80,4,76,0,68460,11.685655857434998,4576244,1.7481585335047696,0,,,0,,ok
Louisiana,2012,78,1,77,0,68297,11.42070661961726,4602067,1.694890578516132,0,,,0,,ok
Louisiana,2013,86,5,81,0,113778,7.558578987150415,4626040,1.859041426360343,0,,,0,,ok
Louisiana,2014,83,3,80,0,114242,7.2652789692057205,4645938,1.786506836724898,0,,,0,,ok
Louisiana,2015,91,4,87,0,114076,7.977138048318665,4666998,1.949861559829252,0,,,0,,ok
Louisiana,2016,94,6,88,0,113599,8.274720728175424,4681346,2.007969502788301,0,,,0,,ok
Louisiana,2017,97,6,91,0,113664,8.53392454954955,4673673,2.07545542873881,0,,,0,,ok
Louisiana,2018,79,3,76,0,113664,6.950309684684685,4664450,1.6936616321324056,0,,,0,,ok
Louisiana,2019,87,2,85,0,41200,21.11650485436893,4658285,1.8676401293609128,0,,,0,,ok
Louisiana,2020,76,7,69,0,101490,7.488422504680265,4652301,1.6336002335188544,0,,,0,,ok
Louisiana,2021,91,8,83,0,100058,9.09472505946551,4627971,1.96630445609966,0,,,0,,ok
Louisiana,2022,90,7,83,0,109369,8.229022849253445,4593687,1.9592105426425441,0,,,0,,ok
Maine,1995,13,1,12,0,25886,5.022019624507456,1237438,1.0505576845062137,0,,,0,,ok
Maine,1996,15,2,13,0,26684,5.6213461250187375,1241436,1.2082781552975748,0,,,0,,ok
Maine,1997,10,2,8,0,28076,3.5617609346060695,1245215,0.8030741679147778,0,,,0,,ok
Maine,1998,15,1,14,0,28026,5.352172982230786,1247554,1.2023527638883766,0,,,0,,ok
Maine,1999,16,2,14,0,30851,5.186217626657158,1253040,1.2768945923514015,0,,,0,,ok
Maine,2000,18,2,16,0,28791,6.251953735542356,1277072,1.4094741721688362,0,,,0,,ok
Maine,2001,14,2,12,0,32707,4.28042926590638,1285692,1.0889077632901192,0,,,0,,ok
Maine,2002,13,0,13,0,30919,4.204534428668456,1295960,1.0031173801660545,0,,,0,,ok
Maine,2003,20,2,18,0,34821,5.743660434795095,1306513,1.5307922691928821,0,,,0,,ok
Maine,2004,22,3,19,0,38597,5.699924864626785,1313688,1.6746746563872092,0,,,0,,ok
Maine,2005,15,1,14,0,40364,3.716182737092458,1318787,1.1374088461593874,0,,,0,,ok
Maine,2006,23,1,22,0,45369,5.069540875928498,1323619,1.7376601574924506,0,,,0,,ok
Maine,2007,21,1,20,0,49835,4.213905889435136,1327040,1.582469254883048,0,,,0,,ok
Maine,2008,18,1,17,0,54540,3.3003300330033003,1330509,1.3528657077855166,0,,,0,,ok
Maine,2009,24,1,23,0,54762,4.382601073737263,1329590,1.8050677276453644,0,,,0,,ok
Maine,2010,19,0,19,0,55611,3.4165902429375485,1327651,1.4310989861040289,0,,,0,,ok
Maine,2011,15,1,14,0,50327,2.9805074810737775,1328473,1.1291159097700894,0,,,0,,ok
Maine,2012,24,1,23,0,53268,4.5055192610948405,1328094,1.8071010033928323,0,,,0,,ok
Maine,2013,14,0,14,0,63114,2.2182083214500743,1328543,1.0537859896141863,0,,,0,,ok
Maine,2014,11,1,10,0,51623,2.1308331557639035,1331217,0.8263115630284168,0,,,0,,ok
Maine,2015,32,1,31,0,54664,5.853944094833894,1329098,2.4076478935338104,0,,,0,,ok
Maine,2016,18,0,18,0,52374,3.4368197960820255,1332348,1.3509983878085905,0,,,0,,ok
Maine,2017,26,1,25,0,51467,5.051780752715332,1335743,1.9464822200078906,0,,,0,,ok
